,pid
285258,119571
1945212,859534
1875559,828055
1880398,829910
1440559,644659
1097075,482237
604794,260286
89407,38118
129562,54555
1396597,624528
917043,399806
888476,387419
1654837,736835
1329041,591541
1972160,872123
1255957,556909
762707,332616
986467,432564
420415,179007
430859,182983
1503814,671817
741870,323177
858064,374121
39980,17880
1990507,880906
1627899,725813
1254637,556264
1875010,827660
1642521,731606
452632,192096
350227,148340
1064653,467113
1326638,590527
564340,242613
1907791,842045
1646117,733116
719147,313223
769365,335195
1390652,621528
1613759,718955
46767,21016
627950,271085
397302,169379
1196862,528516
1377285,615341
1145359,503438
1164152,513066
1092261,480281
1181913,521525
1757118,778220
845628,367711
1470505,656796
1300682,578145
1585480,707593
432946,183724
1434101,641918
389399,165769
986121,432312
1960459,866241
1811213,800878
526657,226251
212417,89362
1707978,759259
227234,95538
508005,218190
1106558,486630
927573,405530
1788066,790463
847987,368988
1285203,570691
300591,126575
280819,117878
132444,55693
1171577,516306
692824,300876
1140153,501175
1637867,729939
805079,349958
621392,267685
2056356,910137
374632,160082
1102818,485359
1342895,598087
1354708,603411
1481047,661618
1074595,472135
978102,428797
1207759,534308
1363269,607975
2030536,899247
1233638,547322
965585,423871
1688761,750771
227123,95509
1612217,718372
915864,399384
1503512,671592
1723600,765143
2012051,891030
1538980,686248
959204,420326
668288,289968
1304499,580330
2177104,962260
1338639,596006
770571,335727
1852707,818217
1297810,577007
1888403,833160
1958936,865623
62838,27596
841549,365488
1348054,600781
272943,113654
1332621,593185
1702117,756323
488804,208491
1290713,573538
1526052,681270
1894725,835862
1955900,864448
858737,374489
1762682,781307
1016894,444990
1056190,463690
29039,12484
1125838,493644
1176067,519271
1302490,579169
230109,96716
1754621,777079
651795,282758
1325369,590007
2135737,943206
1784706,789517
1259861,558323
1231349,546480
1821730,804871
323053,137204
993631,435803
98444,42017
1163116,512437
109388,46438
786702,342793
1982476,876867
2234999,990635
1892112,834749
1116953,490490
379014,161916
12386,4928
1904928,840444
497516,213288
135189,57440
2079338,920412
1513226,676635
1632278,728044
1873603,827045
1987220,879491
91801,39467
91700,39383
1012160,443109
436372,184965
84485,35784
2214364,980958
2210698,978994
1051811,461571
476959,203064
722125,314102
125962,53583
446158,188950
23197,9887
1799073,795527
2183024,965430
1444515,646440
2117539,935572
1517176,677965
765614,333646
1434996,642262
1311655,583694
1681566,747583
1478926,660631
361541,153744
17408,7010
2124619,938579
505547,216948
716479,312141
1685016,749296
1030867,451167
792857,345190
665886,288927
694657,302094
2169611,959381
2148132,948375
750850,326410
205018,86646
2146357,947801
821178,356238
1328000,590907
2252411,998469
2052600,908612
130149,54680
2161558,955102
1313649,584395
965232,423781
338567,143258
1120352,491275
990549,434018
1429236,639823
1033525,452984
465816,197629
2225518,985846
1451266,649116
1012544,443163
1787700,790383
886997,386841
1448257,648306
251919,105522
1227667,544562
2049276,907584
1804578,798177
1290125,572946
1906816,841633
1190854,525479
2170592,959515
2090575,924675
2061140,912764
970514,425936
1392049,622117
648660,281279
676110,294430
753289,327231
606076,260794
585422,251648
188158,79235
2098287,927163
706687,308302
1131473,496630
371657,158545
681373,296319
750075,325998
1036794,454269
1761704,780623
662157,287750
2072989,917665
1139633,501053
1923969,849422
230223,96802
1605778,715966
1518782,678519
1061265,465482
1579550,704407
203171,86124
364767,155395
1137947,500634
1605142,715715
776009,337979
1375455,614488
1481735,662022
30813,13734
1193296,526420
1735737,769170
234625,98258
1905062,840548
1209337,535224
1297706,576971
770742,335754
363116,154796
996289,436892
1086632,478189
145864,61321
1667169,741842
1893303,835151
641287,277809
1551750,692082
184701,78094
1482233,662213
1050772,460620
771145,335914
1892735,834851
753113,327224
58227,25568
1024755,448310
362094,154249
1508918,675186
823894,357660
1381881,617847
1121464,491519
361667,153849
1217544,538621
1817896,803184
539389,232173
158224,66536
546851,235200
1810587,800757
1139929,501062
786147,342539
1825541,806442
904198,394338
1130241,495942
1405734,628151
681171,296311
1372956,613235
1399590,625783
901000,392854
1244229,551661
1593352,710472
1496847,668476
781062,340498
291016,121809
378648,161651
556936,239316
1703292,757013
766524,334258
1988857,880239
1787396,790260
1496236,667928
681609,296444
2056695,910289
772177,336191
385274,164206
947387,414651
2153750,951049
79579,34006
1861991,821681
330198,139707
1649069,734459
307336,129221
110019,46729
1471822,657610
148240,62241
2148022,948341
681068,296269
1908613,842124
2201035,974586
1849586,816821
2178531,962972
28648,12307
1345041,598987
808317,351399
874781,381365
1695979,753604
2058803,912029
253380,106441
787393,343294
1645774,732898
431176,183074
1641610,731308
9973,4113
2015734,892644
601719,258769
2119229,936129
865712,377434
2003138,886727
1381672,617723
1630331,727195
1296080,576387
1090391,479641
78554,33621
1002094,438807
194741,81806
2038728,903077
1163651,512623
1620698,722175
953074,417331
499101,213768
1781876,788221
534273,230198
1142124,501695
199859,84130
629675,272438
836849,363046
232792,97641
1281259,568870
1344716,598749
1749332,775100
1631273,727615
952159,417059
1191601,525900
759452,330892
652175,282929
815887,354102
1579441,704365
1765925,782797
567252,244218
900389,392397
429302,182337
388588,165384
787873,343350
501265,215079
203408,86309
846403,368271
877810,382557
842213,365549
2127252,939730
1864172,822373
1591531,709912
854473,372014
2008693,889045
2019258,894924
1038594,454665
1324354,589336
254287,106989
1937042,856011
1578828,703831
1503384,671567
2080620,920607
1710199,760416
450697,191714
921338,402147
1077154,473104
350505,148608
1176653,519452
886521,386804
931052,407044
1312161,583829
1852570,818188
2223291,985146
612940,263321
1732662,768113
732453,319478
885760,386391
757751,330024
349799,148217
1534486,684546
226589,95369
796698,346667
1427604,638963
1250489,553911
1198880,529683
1715504,762585
805345,349998
219305,92289
1313426,584278
695533,302427
1318116,586083
1180195,521055
1962797,867664
1854694,819166
734475,320019
590953,253681
2155321,951587
1511514,676019
1142357,501910
833757,361641
2136355,943578
1322162,588422
2195137,971995
1702838,756878
731606,318941
69225,29922
627141,270871
764397,333255
1308940,582169
1057725,464136
1849057,816711
481986,205460
1505117,672924
892613,389160
1112613,489214
1854811,819168
213159,89854
1852465,818167
1671728,744424
256744,107959
1912393,843266
1212175,536034
1779071,787417
991656,434483
1125703,493627
694503,301986
1293963,575027
189073,79515
1000530,438475
84607,35797
475216,202289
1650858,735125
261160,109205
719815,313410
646225,280041
768442,334969
1583384,706830
795735,346223
1917522,846068
1866948,823583
6188,2162
1671881,744435
1181421,521403
2097917,927081
694161,301711
932631,407671
826856,358895
1620008,721956
531856,229025
468951,198796
1179029,520506
247348,104147
201261,85108
663980,288237
1472864,657912
864001,377052
890950,388639
1969601,871103
1884974,831690
2156182,951901
2139537,945049
126812,53857
381306,162753
857844,374043
399520,169993
1190021,525208
82245,34978
1572446,701177
1378319,615923
760387,331502
1485067,663312
885370,386357
229081,96417
315444,132990
798489,347340
499335,213864
860840,375447
2249388,997400
1599419,712904
2141463,945803
2028631,898519
218269,91633
288028,120731
790229,344200
1311991,583828
281856,118249
1578438,703770
1111937,489099
668724,290333
2249276,997381
661300,287165
687073,298925
755742,328588
246378,103699
38260,17317
1903595,840042
403247,171504
67781,29181
1431463,640754
608173,261381
1002614,439014
1208857,534970
1435827,642921
334933,141803
1615371,719948
660997,287126
232248,97541
1291091,573813
72877,31461
562513,241907
1814194,801907
141012,59258
1841470,813645
557306,239408
1130106,495929
1765530,782579
190179,79901
463851,196744
254441,106991
1174400,518016
1868079,824110
311899,131296
811860,352616
1656063,737448
1183911,522129
1053647,462286
2045386,905776
572686,245869
2114148,933919
1658327,738203
800997,348113
252188,105662
1087223,478651
518423,222568
640030,277357
1452268,649698
1146549,504017
795514,346028
1121946,491634
1999019,884850
333093,141097
1274382,565249
736930,321432
2098396,927203
337892,142934
1018867,445809
247030,104069
529504,227422
2143423,946682
1493660,666597
1257465,557695
906611,395349
95694,41017
1983812,877506
44311,20268
317623,133923
147399,61926
1375807,614585
709783,309674
915348,399067
1295458,575824
168517,71030
819762,355618
806251,350701
1628768,726596
1330656,592533
1836308,810811
1185189,522591
823471,357498
1822173,805075
373434,159221
2065215,914006
2068739,915574
1268437,563058
1482822,662395
295946,124831
11164,4630
846903,368417
1975819,873996
1239366,549434
909524,396357
887841,387146
963889,422991
1124488,492905
419246,178717
1305335,580598
1291384,573829
1352903,602557
1646671,733317
1778090,787085
1578326,703568
1336436,594854
1577474,703057
1806405,799022
661613,287456
75595,32414
2192019,970148
1263228,560358
1523216,680131
1729970,767449
1669661,743056
1254313,556099
1101907,484863
1476347,659635
1261007,559065
471498,200428
49354,21788
594664,255352
1419638,635452
1778331,787207
584914,251469
904827,394593
1247961,552798
832313,361082
1082492,475345
134531,57195
1788303,790596
952584,417219
593815,254896
214084,90015
898183,391437
1114690,489743
1956889,864882
1406738,629010
2178021,962726
1212493,536267
669321,290814
1281126,568830
715434,311730
1366777,609264
2106285,930160
1550573,691608
1947556,860710
690907,300271
1925350,849873
120552,51391
195578,82047
967930,425024
677952,295179
591616,254084
850342,369849
695068,302183
2156547,951973
1405506,628126
2107399,930392
1283190,569818
950490,416561
1011177,442590
675068,293684
1951885,862980
217052,91110
2037712,902557
179822,76246
1930198,852763
290791,121745
640581,277558
1628468,726409
119276,50718
1418087,634315
1911887,843166
754727,328222
876159,381862
1633760,728760
723323,314690
1322060,588269
1515641,677475
1509897,675503
1864513,822518
442276,187453
631440,273004
1657316,738022
2014689,892190
1647628,733966
1897117,837173
681792,296507
597740,257093
463257,196347
1861879,821659
230342,96816
1880760,830175
1009027,441642
2222059,984275
539663,232334
384435,163925
90952,39079
592619,254542
619486,266706
505798,217125
2043506,904841
926775,404885
2246799,996490
642127,277940
1850686,817156
867812,378127
1630703,727349
278176,116113
712974,311081
355153,150369
512583,220063
1306741,581201
691770,300552
888830,387671
913548,398076
2104157,929148
2230231,988446
861068,375712
1357401,604992
1051205,461065
1775592,786130
680353,296120
1728108,766645
874515,381263
471242,200269
1084692,476907
1925933,850018
217166,91123
1359453,605650
379731,162141
1263673,560559
1761372,780554
1211045,535580
408127,173736
956150,418918
1346582,600157
1298657,577176
1975094,873860
779264,339904
260523,108954
1568591,699872
1576131,702504
292897,122285
158081,66515
1496711,668448
661938,287607
990713,434099
1758903,779294
1574691,701971
1714543,762171
92622,39788
162793,68427
1384873,619192
1235646,547997
909738,396612
934104,408531
1815615,802587
1009620,441771
1350546,601767
1638803,730470
2218287,982375
1656654,737866
413817,176317
370728,157971
418672,178513
1943983,859205
1485181,663416
1745259,773424
1370846,611988
156787,65905
103,150
492512,210920
1454114,650404
670960,291670
754584,328196
855367,372477
1891137,834336
2155943,951753
77997,33325
278277,116206
1389948,621285
2001140,885510
973528,427319
51038,22425
1330059,592160
45244,20580
408494,173984
2147144,948057
1631735,727800
137564,58288
51616,22699
11972,4856
1022509,447410
1429739,640047
1793132,793315
1322448,588512
2174754,961342
617008,265267
1892838,834853
1701422,756056
327368,138855
2195289,972030
1574175,701831
1905460,840888
491705,210339
788777,343490
1398621,625435
1634944,729079
615704,264789
860232,375121
2197072,972849
42590,19551
785711,342480
1561073,696280
229943,96696
1993433,882370
680457,296158
2032750,899965
1542246,687694
1622431,723199
1249376,553407
2245052,995654
387038,164963
1734325,768626
860613,375443
584229,251070
1726316,766046
1957033,864949
396393,168834
2176482,962111
379403,161993
470775,200041
916797,399603
2015519,892602
1531504,683307
640791,277576
1748613,774862
422513,179612
1824360,806117
35336,15742
389272,165644
1155747,508391
1559941,695410
1099691,483356
172992,73360
1293632,574545
1154505,507596
1341368,597302
1803456,797848
1122705,492054
2248574,997170
1022178,447337
2026505,897661
1997128,884152
1377417,615393
317260,133480
612262,262992
1157896,509707
756908,329290
2018644,894623
2166949,958137
884967,386242
1751425,775664
1346434,600005
1522227,679967
2079007,920287
462630,196174
718111,312749
1621643,722716
2081504,921224
185038,78120
1511407,675984
1501752,670473
1888853,833260
1010522,442175
1862220,821837
1351195,601958
308161,129570
18648,7380
804929,349913
565861,243508
375754,160335
1784849,789518
1144777,503185
1004958,439881
1010090,441960
127879,54059
625436,269653
2119655,936518
968857,425493
796852,346752
1925453,849881
1863328,822262
1765125,782413
521506,223521
1442365,645580
836569,363003
1679180,746910
236900,99145
529711,227683
1364568,608448
1990829,880926
1595743,711625
734724,320147
4848,1775
2232298,989655
923240,402605
1303677,579697
1939746,857321
1375685,614575
477811,203656
171715,72522
251214,105267
1039456,454969
2032381,899801
1564535,697667
463030,196304
65293,28320
191657,80465
1595594,711431
1965197,868660
1390990,621569
2081880,921362
1453764,650371
475769,202483
1074159,472000
87236,37119
519181,222830
1752213,776052
484277,206506
245469,103089
1125237,493486
1937846,856610
1927340,850986
399261,169901
36013,16218
795977,346377
1904151,840120
1786298,789943
1263338,560372
1694244,753250
463150,196331
1746030,773791
1961885,867063
1603737,715111
1548453,690911
1906383,841451
1767316,783176
288130,120776
103015,43397
297754,125534
982683,430784
2159011,953574
194053,81549
916363,399505
505437,216904
12765,5281
1815845,802676
1611536,718024
326859,138771
1937706,856503
2104640,929440
